range,cityuf,citycd,pv2,barrelsa08,mfrcode,city08,lv4,rangehwy,co2a,mpgdata,uhighway,highway08,startstop,comb08u,year,model,fueltype,displ,highwayuf,highwaye,cylinders,co2,charge240,phevblended,drive,highwaya08u,highwaya08,make,highway08u,phevcomb,fuelcosta08,ucitya,ghgscore,combe,basemodel,phevcity,barrels08,fuelcost08,pv4,fescore,co2tailpipegpm,citya08u,charge240b,comba08u,rangecitya,charge120,co2tailpipeagpm,fueltype1,lv2,id,trany,highwaycd,yousavespend,citya08,ucity,vclass,createdon,city08u,combineduf,modifiedon,rangecity,citye,comb08,uhighwaya,rangehwya,phevhwy,hpv,engid,hlv,comba08,combinedcd,tcharger,eng_dscr,scharger,guzzler,fueltype2,atvtype,ghgscorea,rangea,evmotor
0,0.0,0.0,94,0.0,CRX,19,0,0.0,-1,N,43.1,30,N,22.7798,2021,Challenger,Regular,3.6,0.0,0.0,6,389,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,30.0971,0,0,0.0,5,0.0,Challenger,0,12.935217391304349,2350,0,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,16,43434,Automatic 8-spd,0.0,-2250,0,23.9,Midsize Cars,2020-11-10,19.0003,0.0,2021-07-12,0.0,0.0,23,0.0,0.0,0,0,16,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,30.1,22,N,16.6887,2022,Durango AWD,Midgrade,5.7,0.0,0.0,8,533,0.0,false,All-Wheel Drive,0.0,0,Dodge,21.6461,0,0,0.0,3,0.0,Durango,0,17.500588235294117,3650,0,3,533.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,44919,Automatic 8-spd,0.0,-8750,0,17.3,Standard Sport Utility Vehicle 4WD,2021-12-02,14.0551,0.0,2022-01-12,0.0,0.0,17,0.0,0.0,0,0,529,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,27.7,21,N,15.5775,2022,Challenger SRT,Premium,6.2,0.0,0.0,8,567,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.5813,0,0,0.0,3,0.0,Challenger,0,18.594375,4200,0,3,567.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,45071,Manual 6-spd,0.0,-11500,0,16.0,Midsize Cars,2022-01-19,12.9929,0.0,2022-12-21,0.0,0.0,16,0.0,0.0,0,0,17,0,0,0.0,,,S,G,,,,,
0,0.0,0.0,0,0.0,CRX,19,16,0.0,-1,N,43.1,30,N,22.7798,2022,Charger,Regular,3.6,0.0,0.0,6,389,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,30.0971,0,0,0.0,5,0.0,Charger,0,12.935217391304349,2350,105,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45080,Automatic 8-spd,0.0,-2250,0,23.9,Large Cars,2022-01-19,19.0003,0.0,2022-12-21,0.0,0.0,23,0.0,0.0,0,0,5,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,15,16,0.0,-1,N,34.2974,24,N,17.9386,2023,Charger,Premium,6.4,0.0,0.0,8,495,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.4293,0,0,0.0,4,0.0,Charger,0,16.528333333333336,3750,105,4,495.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,46282,Automatic 8-spd,0.0,-9250,0,18.1912,Large Cars,2022-12-12,14.7354,0.0,2023-04-27,0.0,0.0,18,0.0,0.0,0,0,4,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,27.7,21,N,15.5775,2023,Challenger SRT,Premium,6.2,0.0,0.0,8,567,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.5813,0,0,0.0,3,0.0,Challenger,0,18.594375,4200,0,3,567.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,46557,Manual 6-spd,0.0,-11500,0,16.0,Midsize Cars,2023-04-11,12.9929,0.0,2023-05-10,0.0,0.0,16,0.0,0.0,0,0,11,0,0,0.0,,,S,G,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,30.1,22,N,16.6887,2021,Durango AWD,Midgrade,5.7,0.0,0.0,8,533,0.0,false,All-Wheel Drive,0.0,0,Dodge,21.6461,0,0,0.0,3,0.0,Durango,0,17.500588235294117,3650,0,3,533.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,43320,Automatic 8-spd,0.0,-8750,0,17.3,Standard Sport Utility Vehicle 4WD,2020-10-12,14.0551,0.0,2021-07-12,0.0,0.0,17,0.0,0.0,0,0,558,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,16,0,0.0,-1,N,35.1989,25,N,19.062,2021,Challenger,Midgrade,5.7,0.0,0.0,8,466,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,25.0202,0,0,0.0,3,0.0,Challenger,0,15.65842105263158,3250,0,3,466.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,16,43435,Automatic 8-spd,0.0,-6750,0,19.8,Midsize Cars,2020-11-10,15.9536,0.0,2021-07-12,0.0,0.0,19,0.0,0.0,0,0,17,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,12,0,0.0,-1,N,23.4,17,N,13.4852,2024,Durango SRT AWD,Premium,6.2,0.0,0.0,8,659,0.0,false,All-Wheel Drive,0.0,0,Dodge,17.0907,0,0,0.0,1,0.0,Durango,0,22.885384615384616,5200,0,1,659.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,47426,Automatic 8-spd,0.0,-16500,0,14.0,Standard Sport Utility Vehicle 4WD,2023-11-06,11.5002,0.0,2024-02-21,0.0,0.0,13,0.0,0.0,0,0,545,0,0,0.0,,,S,,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,27.7,21,N,15.5775,2020,Challenger SRT,Premium,6.2,0.0,0.0,8,567,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.5813,0,0,0.0,2,0.0,Challenger,0,18.594375,4200,0,2,567.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,42320,Manual 6-spd,0.0,-11500,0,16.0,Midsize Cars,2019-11-27,12.9929,0.0,2020-04-14,0.0,0.0,16,0.0,0.0,0,0,8,0,0,0.0,,Hellcat engine,S,G,,,,,
0,0.0,0.0,94,0.0,CRX,18,0,0.0,-1,N,38.1,27,N,21.4055,2020,Challenger AWD,Regular,3.6,0.0,0.0,6,415,0.0,false,All-Wheel Drive,0.0,0,Dodge,26.9053,0,0,0.0,4,0.0,Challenger,0,14.167142857142858,2550,0,4,415.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,16,42328,Automatic 8-spd,0.0,-3250,0,23.0,Midsize Cars,2019-11-27,18.3385,0.0,2020-04-14,0.0,0.0,21,0.0,0.0,0,0,48,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,15,0,0.0,-1,N,34.2543,24,N,17.8962,2021,Challenger Widebody,Premium,6.4,0.0,0.0,8,496,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.401,0,0,0.0,3,0.0,Challenger,0,16.528333333333336,3750,0,3,496.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,43441,Automatic 8-spd,0.0,-9250,0,18.1339,Midsize Cars,2020-11-10,14.6918,0.0,2021-07-12,0.0,0.0,18,0.0,0.0,0,0,23,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,12,0,0.0,-1,N,23.4,17,N,13.4852,2023,Durango SRT AWD,Premium,6.2,0.0,0.0,8,659,0.0,false,All-Wheel Drive,0.0,0,Dodge,17.0907,0,0,0.0,1,0.0,Durango,0,22.885384615384616,5200,0,1,659.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,46239,Automatic 8-spd,0.0,-16500,0,14.0,Standard Sport Utility Vehicle 4WD,2022-11-30,11.5002,0.0,2023-03-01,0.0,0.0,13,0.0,0.0,0,0,518,0,0,0.0,,,S,,,,,,
0,0.0,0.0,94,0.0,CRX,15,0,0.0,-1,N,32.6,23,N,17.9612,2023,Challenger,Premium,5.7,0.0,0.0,8,494,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,23.3102,0,0,0.0,4,0.0,Challenger,0,16.528333333333336,3750,0,4,494.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,46266,Manual 6-spd,0.0,-9250,0,18.7,Midsize Cars,2022-12-12,15.1221,0.0,2023-02-14,0.0,0.0,18,0.0,0.0,0,0,7,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,16,16,0.0,-1,N,35.1989,25,N,19.062,2023,Charger,Midgrade,5.7,0.0,0.0,8,466,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,25.0202,0,0,0.0,4,0.0,Charger,0,15.65842105263158,3250,105,4,466.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,46281,Automatic 8-spd,0.0,-6750,0,19.8,Large Cars,2022-12-12,15.9536,0.0,2023-04-27,0.0,0.0,19,0.0,0.0,0,0,3,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,15,0,0.0,-1,N,34.2974,24,N,17.9386,2023,Challenger,Premium,6.4,0.0,0.0,8,495,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.4293,0,0,0.0,4,0.0,Challenger,0,16.528333333333336,3750,0,4,495.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,46267,Automatic 8-spd,0.0,-9250,0,18.1912,Midsize Cars,2022-12-12,14.7354,0.0,2023-02-14,0.0,0.0,18,0.0,0.0,0,0,8,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,31.1,22,N,16.9243,2024,Durango RWD,Midgrade,5.7,0.0,0.0,8,525,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.3141,0,0,0.0,3,0.0,Durango,0,17.500588235294117,3650,0,3,525.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,47403,Automatic 8-spd,0.0,-8750,0,17.4,Standard Sport Utility Vehicle 2WD,2023-11-06,14.1316,0.0,2024-02-21,0.0,0.0,17,0.0,0.0,0,0,542,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,19,0,0.0,-1,N,43.1,30,N,22.7798,2020,Challenger,Regular,3.6,0.0,0.0,6,389,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,30.0971,0,0,0.0,5,0.0,Challenger,0,12.935217391304349,2350,0,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,16,42323,Automatic 8-spd,0.0,-2250,0,23.9,Midsize Cars,2019-11-27,19.0003,0.0,2020-04-14,0.0,0.0,23,0.0,0.0,0,0,18,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,13,0,0.0,-1,N,26.5492,19,N,15.1196,2021,Durango SRT AWD,Premium,6.4,0.0,0.0,8,584,0.0,false,All-Wheel Drive,0.0,0,Dodge,19.2495,0,0,0.0,2,0.0,Durango,0,19.834,4500,0,2,584.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,43399,Automatic 8-spd,0.0,-13000,0,15.7498,Standard Sport Utility Vehicle 4WD,2020-10-26,12.8619,0.0,2021-07-12,0.0,0.0,15,0.0,0.0,0,0,518,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,18,0,0.0,-1,N,35.4,25,Y,21.0931,2023,Durango AWD,Regular,3.6,0.0,0.0,6,430,0.0,false,All-Wheel Drive,0.0,0,Dodge,25.1517,0,0,0.0,4,0.0,Durango,0,14.167142857142858,2550,0,4,430.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45890,Automatic 8-spd,0.0,-3250,0,23.4,Standard Sport Utility Vehicle 4WD,2022-09-12,18.0,0.0,2023-03-01,0.0,0.0,21,0.0,0.0,0,0,514,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,19,16,0.0,-1,N,43.1,30,N,22.7798,2023,Charger,Regular,3.6,0.0,0.0,6,389,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,30.0971,0,0,0.0,5,0.0,Charger,0,12.935217391304349,2350,105,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46280,Automatic 8-spd,0.0,-2250,0,23.9,Large Cars,2022-12-12,19.0003,0.0,2023-04-27,0.0,0.0,23,0.0,0.0,0,0,2,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,28.8,22,N,16.2222,2021,Challenger SRT,Premium,6.2,0.0,0.0,8,546,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.0226,0,0,0.0,2,0.0,Challenger,0,18.594375,4200,0,2,546.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,43439,Automatic 8-spd,0.0,-11500,0,16.1,Midsize Cars,2020-11-10,13.3461,0.0,2021-07-12,0.0,0.0,16,0.0,0.0,0,0,21,0,0,0.0,,Hellcat engine,S,G,,,,,
0,0.0,0.0,0,0.0,CRX,19,16,0.0,-1,N,43.1,30,N,22.7798,2021,Charger,Regular,3.6,0.0,0.0,6,389,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,30.0971,0,0,0.0,5,0.0,Charger,0,12.935217391304349,2350,105,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43451,Automatic 8-spd,0.0,-2250,0,23.9,Large Cars,2020-11-10,19.0003,0.0,2021-07-12,0.0,0.0,23,0.0,0.0,0,0,6,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,19,0,0.0,-1,N,43.1,30,N,22.7798,2022,Challenger,Regular,3.6,0.0,0.0,6,389,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,30.0971,0,0,0.0,5,0.0,Challenger,0,12.935217391304349,2350,0,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,16,45065,Automatic 8-spd,0.0,-2250,0,23.9,Midsize Cars,2022-01-19,19.0003,0.0,2022-12-21,0.0,0.0,23,0.0,0.0,0,0,9,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,19,0,0.0,-1,N,36.0,26,Y,21.3724,2023,Durango RWD,Regular,3.6,0.0,0.0,6,416,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,25.5432,0,0,0.0,4,0.0,Durango,0,14.167142857142858,2550,0,4,416.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45566,Automatic 8-spd,0.0,-3250,0,23.7,Standard Sport Utility Vehicle 2WD,2022-07-13,18.8536,0.0,2023-03-01,0.0,0.0,21,0.0,0.0,0,0,512,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,27.2578,21,N,15.3673,2020,Challenger SRT Widebody,Premium,6.2,0.0,0.0,8,576,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.8523,0,0,0.0,2,0.0,Challenger,0,19.834,4500,0,2,576.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,42321,Automatic 8-spd,0.0,-13000,0,15.3335,Midsize Cars,2019-11-27,12.6457,0.0,2020-04-14,0.0,0.0,15,0.0,0.0,0,0,9,0,0,0.0,,Hellcat engine,S,G,,,,,
0,0.0,0.0,94,0.0,CRX,15,0,0.0,-1,N,32.6,23,N,17.9612,2020,Challenger,Premium,5.7,0.0,0.0,8,494,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,23.3102,0,0,0.0,3,0.0,Challenger,0,16.528333333333336,3750,0,3,494.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,42388,Manual 6-spd,0.0,-9250,0,18.7,Midsize Cars,2019-12-18,15.1221,0.0,2020-04-14,0.0,0.0,18,0.0,0.0,0,0,20,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,16,16,0.0,-1,N,35.1989,25,N,19.062,2020,Charger,Midgrade,5.7,0.0,0.0,8,466,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,25.0202,0,0,0.0,3,0.0,Charger,0,15.65842105263158,3250,105,3,466.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,42391,Automatic 8-spd,0.0,-6750,0,19.8,Large Cars,2019-12-18,15.9536,0.0,2020-04-14,0.0,0.0,19,0.0,0.0,0,0,16,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,16,0,0.0,-1,N,35.1989,25,N,19.062,2022,Challenger,Midgrade,5.7,0.0,0.0,8,466,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,25.0202,0,0,0.0,4,0.0,Challenger,0,15.65842105263158,3250,0,4,466.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,16,45066,Automatic 8-spd,0.0,-6750,0,19.8,Midsize Cars,2022-01-19,15.9536,0.0,2022-12-21,0.0,0.0,19,0.0,0.0,0,0,10,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,31.1,22,N,16.9243,2022,Durango RWD,Midgrade,5.7,0.0,0.0,8,525,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.3141,0,0,0.0,3,0.0,Durango,0,17.500588235294117,3650,0,3,525.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,45097,Automatic 8-spd,0.0,-8750,0,17.4,Standard Sport Utility Vehicle 2WD,2022-01-19,14.1316,0.0,2022-03-25,0.0,0.0,17,0.0,0.0,0,0,527,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,15,16,0.0,-1,N,34.1161,24,N,17.7608,2020,Charger,Premium,6.4,0.0,0.0,8,500,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.3102,0,0,0.0,3,0.0,Charger,0,16.528333333333336,3750,105,3,500.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,42333,Automatic 8-spd,0.0,-9250,0,17.9516,Large Cars,2019-11-27,14.5529,0.0,2020-04-14,0.0,0.0,18,0.0,0.0,0,0,17,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,18,16,0.0,-1,N,38.1,27,N,21.4055,2020,Charger AWD,Regular,3.6,0.0,0.0,6,415,0.0,false,All-Wheel Drive,0.0,0,Dodge,26.9053,0,0,0.0,4,0.0,Charger,0,14.167142857142858,2550,105,4,415.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42335,Automatic 8-spd,0.0,-3250,0,23.0,Large Cars,2019-11-27,18.3385,0.0,2020-04-14,0.0,0.0,21,0.0,0.0,0,0,26,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,12,17,0.0,-1,N,28.4,21,N,15.0483,2023,Charger SRT Widebody,Premium,6.2,0.0,0.0,8,592,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.5036,0,0,0.0,2,0.0,Charger,0,19.834,4500,105,2,592.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,46283,Automatic 8-spd,0.0,-13000,0,15.1,Large Cars,2022-12-12,12.3581,0.0,2023-04-27,0.0,0.0,15,0.0,0.0,0,0,17,0,0,0.0,,,S,G,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,31.1,22,N,16.9243,2020,Durango RWD,Midgrade,5.7,0.0,0.0,8,525,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.3141,0,0,0.0,3,0.0,Durango,0,17.500588235294117,3650,0,3,525.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,41771,Automatic 8-spd,0.0,-8750,0,17.4,Standard Sport Utility Vehicle 2WD,2019-08-12,14.1316,0.0,2020-04-14,0.0,0.0,17,0.0,0.0,0,0,524,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,16,16,0.0,-1,N,35.1989,25,N,19.062,2021,Charger,Midgrade,5.7,0.0,0.0,8,466,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,25.0202,0,0,0.0,3,0.0,Charger,0,15.65842105263158,3250,105,3,466.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,43396,Automatic 8-spd,0.0,-6750,0,19.8,Large Cars,2020-10-26,15.9536,0.0,2021-07-12,0.0,0.0,19,0.0,0.0,0,0,7,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,14,0,0.0,-1,N,31.4,23,N,16.9149,2022,Challenger Widebody,Premium,6.4,0.0,0.0,8,523,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.5138,0,0,0.0,3,0.0,Challenger,0,17.500588235294117,3950,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,45073,Manual 6-spd,0.0,-10250,0,17.3,Midsize Cars,2022-01-19,14.0551,0.0,2022-12-21,0.0,0.0,17,0.0,0.0,0,0,19,0,0,0.0,,,,G,,,,,
0,0.0,0.0,0,0.0,CRX,15,16,0.0,-1,N,34.2974,24,N,17.9386,2022,Charger,Premium,6.4,0.0,0.0,8,495,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.4293,0,0,0.0,3,0.0,Charger,0,16.528333333333336,3750,105,3,495.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,45082,Automatic 8-spd,0.0,-9250,0,18.1912,Large Cars,2022-01-19,14.7354,0.0,2022-12-21,0.0,0.0,18,0.0,0.0,0,0,7,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,13,0,0.0,-1,N,26.5492,19,N,15.1196,2022,Durango SRT AWD,Premium,6.4,0.0,0.0,8,584,0.0,false,All-Wheel Drive,0.0,0,Dodge,19.2495,0,0,0.0,2,0.0,Durango,0,19.834,4500,0,2,584.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,45098,Automatic 8-spd,0.0,-13000,0,15.7498,Standard Sport Utility Vehicle 4WD,2022-01-19,12.8619,0.0,2023-03-01,0.0,0.0,15,0.0,0.0,0,0,530,0,0,0.0,,,,,,,,,
0,0.0,0.0,94,0.0,CRX,14,0,0.0,-1,N,31.4,23,N,16.9149,2020,Challenger,Premium,6.4,0.0,0.0,8,523,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.5138,0,0,0.0,3,0.0,Challenger,0,17.500588235294117,3950,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,42325,Manual 6-spd,0.0,-10250,0,17.3,Midsize Cars,2019-11-27,14.0551,0.0,2020-04-14,0.0,0.0,17,0.0,0.0,0,0,22,0,0,0.0,,,,G,,,,,
0,0.0,0.0,94,0.0,CRX,14,0,0.0,-1,N,31.4,23,N,16.9149,2020,Challenger Widebody,Premium,6.4,0.0,0.0,8,523,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.5138,0,0,0.0,3,0.0,Challenger,0,17.500588235294117,3950,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,42327,Manual 6-spd,0.0,-10250,0,17.3,Midsize Cars,2019-11-27,14.0551,0.0,2020-04-14,0.0,0.0,17,0.0,0.0,0,0,24,0,0,0.0,,,,G,,,,,
0,0.0,0.0,94,0.0,CRX,14,0,0.0,-1,N,31.4,23,N,16.9149,2021,Challenger Widebody,Premium,6.4,0.0,0.0,8,523,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.5138,0,0,0.0,3,0.0,Challenger,0,17.500588235294117,3950,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,43442,Manual 6-spd,0.0,-10250,0,17.3,Midsize Cars,2020-11-10,14.0551,0.0,2021-07-12,0.0,0.0,17,0.0,0.0,0,0,24,0,0,0.0,,,,G,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,27.0819,21,N,15.3188,2023,Challenger SRT Widebody,Premium,6.2,0.0,0.0,8,572,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.6888,0,0,0.0,2,0.0,Challenger,0,19.834,4500,0,2,572.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,46273,Automatic 8-spd,0.0,-13000,0,15.347,Midsize Cars,2022-12-12,12.6354,0.0,2023-04-27,0.0,0.0,15,0.0,0.0,0,0,15,0,0,0.0,,,S,G,,,,,
0,0.0,0.0,94,0.0,CRX,15,0,0.0,-1,N,34.1161,24,N,17.7608,2020,Challenger Widebody,Premium,6.4,0.0,0.0,8,500,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.3102,0,0,0.0,3,0.0,Challenger,0,16.528333333333336,3750,0,3,500.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,42326,Automatic 8-spd,0.0,-9250,0,17.9516,Midsize Cars,2019-11-27,14.5529,0.0,2020-04-14,0.0,0.0,18,0.0,0.0,0,0,23,0,0,0.0,,,,,,,,,
0,0.0,0.0,0,0.0,CRX,12,17,0.0,-1,N,28.4,21,N,15.0483,2020,Charger SRT Widebody,Premium,6.2,0.0,0.0,8,592,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.5036,0,0,0.0,2,0.0,Charger,0,19.834,4500,105,2,592.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,42331,Automatic 8-spd,0.0,-13000,0,15.1,Large Cars,2019-11-27,12.3581,0.0,2020-04-14,0.0,0.0,15,0.0,0.0,0,0,6,0,0,0.0,,Hellcat engine,S,G,,,,,
0,0.0,0.0,94,0.0,CRX,14,0,0.0,-1,N,31.4,23,N,16.9149,2021,Challenger,Premium,6.4,0.0,0.0,8,523,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,22.5138,0,0,0.0,3,0.0,Challenger,0,17.500588235294117,3950,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,43438,Manual 6-spd,0.0,-10250,0,17.3,Midsize Cars,2020-11-10,14.0551,0.0,2021-07-12,0.0,0.0,17,0.0,0.0,0,0,20,0,0,0.0,,,,G,,,,,
0,0.0,0.0,94,0.0,CRX,13,0,0.0,-1,N,27.7,21,N,15.5775,2021,Challenger SRT,Premium,6.2,0.0,0.0,8,567,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,20.5813,0,0,0.0,2,0.0,Challenger,0,18.594375,4200,0,2,567.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,43440,Manual 6-spd,0.0,-11500,0,16.0,Midsize Cars,2020-11-10,12.9929,0.0,2021-07-12,0.0,0.0,16,0.0,0.0,0,0,22,0,0,0.0,,Hellcat engine,S,G,,,,,
0,0.0,0.0,94,0.0,CRX,15,0,0.0,-1,N,34.2974,24,N,17.9386,2022,Challenger Widebody,Premium,6.4,0.0,0.0,8,495,0.0,false,Rear-Wheel Drive,0.0,0,Dodge,24.4293,0,0,0.0,3,0.0,Challenger,0,16.528333333333336,3750,0,3,495.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,16,45072,Automatic 8-spd,0.0,-9250,0,18.1912,Midsize Cars,2022-01-19,14.7354,0.0,2022-12-21,0.0,0.0,18,0.0,0.0,0,0,18,0,0,0.0,,,,,,,,,
