range,cityuf,citycd,pv2,barrelsa08,mfrcode,city08,lv4,rangehwy,co2a,mpgdata,uhighway,highway08,tcharger,startstop,comb08u,year,model,fueltype,displ,highwayuf,highwaye,cylinders,co2,charge240,phevblended,drive,highwaya08u,highwaya08,make,highway08u,phevcomb,fuelcosta08,ucitya,ghgscore,combe,basemodel,phevcity,barrels08,fuelcost08,pv4,fescore,co2tailpipegpm,citya08u,charge240b,comba08u,rangecitya,charge120,co2tailpipeagpm,fueltype1,lv2,id,trany,highwaycd,yousavespend,citya08,ucity,vclass,createdon,city08u,combineduf,modifiedon,rangecity,citye,comb08,eng_dscr,uhighwaya,rangehwya,phevhwy,hpv,engid,hlv,comba08,combinedcd,fueltype2,atvtype,rangea,evmotor,ghgscorea,scharger,guzzler
320,0.0,0.0,0,0.0,FMX,78,0,0.0,-1,N,89.9,63,,N,70.3404,2024,F-150 Lightning 4WD Extended Range,Electricity,,0.0,47.9143,,0,14.6,false,All-Wheel Drive,0.0,0,Ford,62.93,0,0,0.0,10,47.9143,F-150 Lightning,0,0.1152,1100,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,47818,Automatic (A1),0.0,4000,0,111.2,Standard Pickup Trucks 4WD,2024-05-02,77.84,0.0,2024-05-08,0.0,43.2857,70,,0.0,0.0,0,0,137,0,0,0.0,,EV,,210 and 210 kW AC PMSM,,,
0,0.0,0.0,83,0.0,FMX,14,0,0.0,-1,N,30.8,23,,N,17.3194,2020,Mustang Bullitt,Regular,5.0,0.0,0.0,8.0,514,0.0,false,Rear-Wheel Drive,0.0,0,Ford,23.1479,0,0,0.0,3,0.0,Mustang,0,17.500588235294117,3150,0,3,514.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,14,41995,Manual 6-spd,0.0,-6250,0,17.7,Subcompact Cars,2019-09-10,14.3609,0.0,2020-01-07,0.0,0.0,17,,0.0,0.0,0,0,294,0,0,0.0,,,,,,,G
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,37.6,27,,N,22.2684,2021,Transit Connect Van FWD,Regular,2.5,0.0,0.0,4.0,397,0.0,false,Front-Wheel Drive,0.0,0,Ford,26.5822,0,0,0.0,4,0.0,Transit Connect,0,13.52318181818182,2450,0,4,397.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43264,Automatic (S6),0.0,-2750,0,24.8,Special Purpose Vehicle 2WD,2020-10-05,19.6583,0.0,2021-07-26,0.0,0.0,22,,0.0,0.0,0,0,72,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,33.7176,24,T,Y,20.7191,2021,F150 Pickup 4WD,Regular,2.7,0.0,0.0,6.0,432,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,24.0481,0,0,0.0,4,0.0,F150,0,14.167142857142858,2550,0,4,432.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43464,Automatic (S10),0.0,-3250,0,23.3702,Standard Pickup Trucks 4WD,2020-11-10,18.6112,0.0,2021-08-10,0.0,0.0,21,SIDI & PFI,0.0,0.0,0,0,23,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,Y,34.592,24,T,Y,21.7628,2021,Ranger 4WD,Regular,2.3,0.0,0.0,4.0,404,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,24.0,0,0,0.0,4,0.0,Ranger,0,13.52318181818182,2450,0,4,404.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43542,Automatic (S10),0.0,-2750,0,25.0964,Standard Pickup Trucks 4WD,2020-11-24,19.8741,0.0,2021-07-26,0.0,0.0,22,SIDI & PFI,0.0,0.0,0,0,106,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,21,0,0.0,-1,N,39.5,26,T,Y,23.0,2021,Bronco Sport 4WD,Regular,2.0,0.0,0.0,4.0,387,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,26.0,0,0,0.0,5,0.0,Bronco Sport,0,12.935217391304349,2350,0,5,387.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43544,Automatic (S8),0.0,-2250,0,26.9,Small Sport Utility Vehicle 4WD,2020-11-24,21.1786,0.0,2021-06-24,0.0,0.0,23,SIDI,0.0,0.0,0,0,216,0,0,0.0,,,,,,,
0,0.0,0.0,85,0.0,FMX,20,0,0.0,-1,N,38.0288,27,T,N,22.3961,2021,Mustang HO Coupe,Regular,2.3,0.0,0.0,4.0,397,0.0,false,Rear-Wheel Drive,0.0,0,Ford,26.8593,0,0,0.0,4,0.0,Mustang,0,13.52318181818182,2450,0,4,397.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,12,43668,Manual 6-spd,0.0,-2750,0,24.8787,Subcompact Cars,2021-01-20,19.7156,0.0,2021-08-24,0.0,0.0,22,SIDI,0.0,0.0,0,0,80,0,0,0.0,,,,,,,
0,0.0,0.0,0,5.3225,FMX,15,0,0.0,509,N,26.5021,19,,N,16.456,2021,Transit T150 Wagon 2WD FFV,Gasoline or E85,3.5,0.0,0.0,6.0,540,0.0,false,Rear-Wheel Drive,14.4934,14,Ford,19.2174,0,3700,13.6196,2,0.0,Transit T150 Wagon,0,18.594375,3350,0,2,540.0,11.0328,0.0,12.3609,0.0,0.0,509.0,Regular Gasoline,0,43690,Automatic (S10),0.0,-7250,11,18.1774,"Vans, Passenger Type",2021-01-26,14.7249,0.0,2021-08-24,0.0,0.0,16,SIDI & PFI; FFV,19.9874,0.0,0,0,62,0,12,0.0,E85,FFV,296,,3.0,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,39.9597,28,T,Y,23.2447,2021,Edge AWD,Regular,2.0,0.0,0.0,4.0,383,0.0,false,All-Wheel Drive,0.0,0,Ford,28.1008,0,0,0.0,5,0.0,Edge,0,12.935217391304349,2350,0,5,383.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43715,Automatic (S8),0.0,-2250,0,25.7729,Small Sport Utility Vehicle 4WD,2021-02-02,20.3652,0.0,2021-08-24,0.0,0.0,23,SIDI,0.0,0.0,0,0,45,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,37.6,26,,N,22.1652,2022,Transit Connect Wagon LWB FWD,Regular,2.5,0.0,0.0,4.0,404,0.0,false,Front-Wheel Drive,0.0,0,Ford,26.0,0,0,0.0,5,0.0,Transit Connect,0,13.52318181818182,2450,0,5,404.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43937,Automatic (S6),0.0,-2750,0,24.6,Special Purpose Vehicle 2WD,2021-05-04,19.5124,0.0,2021-12-20,0.0,0.0,22,,0.0,0.0,0,0,8,0,0,0.0,,,,,,,
0,0.0,0.0,0,4.562142857142856,FMX,17,0,0.0,443,N,33.555,24,,N,19.2398,2022,F150 Pickup 2WD FFV,Gasoline or E85,5.0,0.0,0.0,8.0,461,0.0,false,Rear-Wheel Drive,17.9585,18,Ford,23.9409,0,3150,15.1294,4,0.0,F150,0,15.65842105263158,2850,0,4,461.0,12.1571,0.0,14.225,0.0,0.0,443.0,Regular Gasoline,0,44870,Automatic (S10),0.0,-4750,12,20.6295,Standard Pickup Trucks 2WD,2021-11-23,16.5766,0.0,2022-01-12,0.0,0.0,19,SIDI & PFI; FFV,25.1701,0.0,0,0,229,0,14,0.0,E85,FFV,335/378,,4.0,,
0,0.0,0.0,0,0.0,FMX,17,0,0.0,-1,N,32.9902,23,T,N,19.4384,2022,F150 Pickup 4WD,Regular,3.5,0.0,0.0,6.0,467,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,23.0,0,0,0.0,4,0.0,F150,0,15.65842105263158,2850,0,4,467.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44878,Automatic (S10),0.0,-4750,0,21.1971,Standard Pickup Trucks 4WD,2021-11-23,17.001,0.0,2022-01-12,0.0,0.0,19,SIDI & PFI,0.0,0.0,0,0,224,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,33.597,21,T,Y,20.3059,2022,Bronco 4WD,Regular,2.3,0.0,0.0,4.0,437,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,21.2881,0,0,0.0,4,0.0,Bronco,0,14.8755,2700,0,4,437.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44998,Automatic (S10),0.0,-4000,0,24.6753,Small Sport Utility Vehicle 4WD,2021-12-20,19.5673,0.0,2022-01-12,0.0,0.0,20,SIDI & PFI,0.0,0.0,0,0,148,0,0,0.0,,,,,,,
0,0.0,0.0,83,0.0,FMX,21,0,0.0,-1,N,41.6612,29,T,N,23.7985,2022,Mustang,Regular,2.3,0.0,0.0,4.0,373,0.0,false,Rear-Wheel Drive,0.0,0,Ford,29.1859,0,0,0.0,5,0.0,Mustang,0,12.39625,2250,0,5,373.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,13,45045,Manual 6-spd,0.0,-1750,0,26.2025,Subcompact Cars,2022-01-12,20.6759,0.0,2022-03-25,0.0,0.0,24,SIDI,0.0,0.0,0,0,67,0,0,0.0,,,,,,,
0,0.0,0.0,85,0.0,FMX,19,0,0.0,-1,N,36.1,25,T,N,21.0,2023,Mustang HO Convertible,Regular,2.3,0.0,0.0,4.0,423,0.0,false,Rear-Wheel Drive,0.0,0,Ford,25.0,0,0,0.0,4,0.0,Mustang,0,14.167142857142858,2550,0,4,423.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,12,46348,Manual 6-spd,0.0,-3250,0,24.0,Subcompact Cars,2023-01-26,19.0736,0.0,2023-03-01,0.0,0.0,21,SIDI,0.0,0.0,0,0,317,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,18,0,0.0,-1,N,34.5022,24,T,Y,20.1731,2023,Explorer AWD,Regular,3.0,0.0,0.0,6.0,445,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,24.0,0,0,0.0,4,0.0,Explorer,0,14.8755,2700,0,4,445.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46411,Automatic (S10),0.0,-4000,0,22.0009,Standard Sport Utility Vehicle 4WD,2023-01-26,17.5992,0.0,2023-06-01,0.0,0.0,20,SIDI,0.0,0.0,0,0,31,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,16,0,0.0,-1,N,30.9679,21,T,N,17.9838,2023,Expedition 4WD,Regular,3.5,0.0,0.0,6.0,494,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,21.0,0,0,0.0,4,0.0,Expedition,0,16.528333333333336,3000,0,4,494.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46413,Automatic (S10),0.0,-5500,0,19.2714,Standard Sport Utility Vehicle 4WD,2023-01-26,15.5548,0.0,2023-06-01,0.0,0.0,18,SIDI,0.0,0.0,0,0,131,0,0,0.0,,,,,,,
260,0.0,0.0,0,0.0,FMX,90,0,238.5,-1,N,109.9,77,,N,82.0,2023,Mustang Mach-E GT Performance,Electricity,,0.0,43.8126,,0,10.1,false,All-Wheel Drive,0.0,0,Ford,76.93,0,0,0.0,10,41.0,Mustang Mach-E,0,0.0984,900,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,46516,Automatic (A1),0.0,5000,0,127.9,Small Sport Utility Vehicle 4WD,2023-03-16,89.53,0.0,2023-06-01,277.6,37.6466,82,,0.0,0.0,0,0,44,0,0,0.0,,EV,,179 and 179 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,33.0,21,T,Y,19.7247,2024,Bronco 4WD,Regular,2.7,0.0,0.0,6.0,452,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,20.796,0,0,0.0,4,0.0,Bronco,0,14.8755,2700,0,4,452.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47651,Automatic (S10),0.0,-4000,0,23.8,Small Sport Utility Vehicle 4WD,2024-02-21,18.927,0.0,2024-03-19,0.0,0.0,20,SIDI & PFI,0.0,0.0,0,0,89,0,0,0.0,,,,,,,
300,0.0,0.0,0,0.0,FMX,103,0,0.0,-1,N,133.9,94,,N,98.6314,2024,Mustang Mach-E AWD Extended,Electricity,,0.0,34.1929,,0,10.0,false,All-Wheel Drive,0.0,0,Ford,93.73,0,0,0.0,10,34.1929,Mustang Mach-E,0,0.08159999999999999,750,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,47825,Automatic (A1),0.0,5750,0,147.2,Small Sport Utility Vehicle 4WD,2024-05-02,103.04,0.0,2024-05-02,0.0,32.7143,99,,0.0,0.0,0,0,165,0,0,0.0,,EV,,78 and 210 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,43,12,0.0,-1,Y,62.1349,41,,Y,42.0,2020,Fusion Hybrid FWD,Regular,2.0,0.0,0.0,4.0,211,0.0,false,Front-Wheel Drive,0.0,0,Ford,41.0,0,0,0.0,9,0.0,Fusion,0,7.083571428571429,1300,103,9,211.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41802,Automatic (variable gear ratios),0.0,3000,0,61.7895,Midsize Cars,2019-08-15,43.0,0.0,2020-01-07,0.0,0.0,42,Hybrid,0.0,0.0,0,0,91,0,0,0.0,,Hybrid,,280V Li-Ion,,,
0,0.0,0.0,0,0.0,FMX,26,0,0.0,-1,N,48.5,31,T,Y,28.0,2020,Escape AWD,Regular,1.5,0.0,0.0,3.0,319,0.0,false,All-Wheel Drive,0.0,0,Ford,31.0,0,0,0.0,6,0.0,Escape,0,10.625357142857142,1900,0,6,319.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42257,Automatic 8-spd,0.0,0,0,34.2,Small Sport Utility Vehicle 4WD,2019-11-05,26.3074,0.0,2020-01-16,0.0,0.0,28,SIDI,0.0,0.0,0,0,155,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,27,0,0.0,-1,N,47.6084,29,T,Y,27.9739,2021,EcoSport FWD,Regular,1.0,0.0,0.0,3.0,318,0.0,false,Front-Wheel Drive,0.0,0,Ford,28.9558,0,0,0.0,6,0.0,EcoSport,0,10.625357142857142,1900,0,6,318.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43157,Automatic (S6),0.0,0,0,35.5331,Small Sport Utility Vehicle 2WD,2020-09-16,27.2187,0.0,2021-07-26,0.0,0.0,28,SIDI,0.0,0.0,0,0,59,0,0,0.0,,,,,,,
0,0.0,0.0,43,0.0,FMX,12,0,0.0,-1,N,25.3144,18,T,N,14.1289,2021,GT,Premium,3.5,0.0,0.0,6.0,632,0.0,false,Rear-Wheel Drive,0.0,0,Ford,18.4067,0,0,0.0,1,0.0,GT,0,21.250714285714285,4800,0,1,632.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,43608,Automatic (AM7),0.0,-14500,0,14.4752,Two Seaters,2020-12-16,11.8716,0.0,2021-08-24,0.0,0.0,14,SIDI & PFI,0.0,0.0,0,0,169,0,0,0.0,,,,,,,G
0,0.0,0.0,0,0.0,FMX,15,0,0.0,-1,N,24.3,16,T,Y,15.401,2021,F150 RAPTOR 37 4WD,Regular,3.5,0.0,0.0,6.0,578,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,16.2909,0,0,0.0,2,0.0,F150,0,19.834,3600,0,2,578.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44368,Automatic (S10),0.0,-8500,0,18.2,Standard Pickup Trucks 4WD,2021-08-10,14.7421,0.0,2022-12-05,0.0,0.0,15,SIDI & PFI; Stop-Start,0.0,0.0,0,0,320,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,34.7442,22,T,Y,20.5017,2022,Explorer Timberline AWD,Regular,2.3,0.0,0.0,4.0,433,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,22.3208,0,0,0.0,4,0.0,Explorer,0,14.167142857142858,2550,0,4,433.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44975,Automatic (S10),0.0,-3250,0,24.2,Standard Sport Utility Vehicle 4WD,2021-12-16,19.22,0.0,2022-01-12,0.0,0.0,21,SIDI; Stop-Start,0.0,0.0,0,0,103,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,17,0,0.0,-1,N,31.9922,19,T,Y,18.0,2022,Bronco Black Diamond 4WD,Regular,2.3,0.0,0.0,4.0,494,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,19.0,0,0,0.0,3,0.0,Bronco,0,16.528333333333336,3000,0,3,494.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44996,Manual 7-spd,0.0,-5500,0,24.6336,Small Sport Utility Vehicle 4WD,2021-12-20,17.0,0.0,2022-01-12,0.0,0.0,18,SIDI & PFI,0.0,0.0,0,0,146,0,0,0.0,,,,,,,
303,0.0,0.0,0,0.0,FMX,104,24,279.9,-1,N,129.1,90,,N,97.3321,2022,Mustang Mach-E RWD Extended,Electricity,,0.0,37.2857,,0,10.9,false,Rear-Wheel Drive,0.0,0,Ford,90.37,0,0,0.0,10,34.6143,Mustang Mach-E,0,0.08399999999999999,800,101,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,45145,Automatic (A1),0.0,5500,0,148.4,Small Sport Utility Vehicle 2WD,2022-02-11,103.88,0.0,2022-04-11,321.8,32.4286,97,,0.0,0.0,0,0,91,0,0,0.0,,EV,,216 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,32.5986,21,T,Y,19.5985,2023,Bronco 4WD,Regular,2.7,0.0,0.0,6.0,454,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,20.5453,0,0,0.0,4,0.0,Bronco,0,14.8755,2700,0,4,454.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46191,Automatic (S10),0.0,-4000,0,23.7447,Small Sport Utility Vehicle 4WD,2022-11-07,18.8864,0.0,2022-11-30,0.0,0.0,20,SIDI & PFI,0.0,0.0,0,0,111,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,16,0,0.0,-1,N,27.4159,17,T,Y,16.7572,2023,Bronco Badlands 4WD,Regular,2.3,0.0,0.0,4.0,530,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,17.0,0,0,0.0,3,0.0,Bronco,0,17.500588235294117,3150,0,3,530.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46193,Manual 7-spd,0.0,-6250,0,20.0298,Small Sport Utility Vehicle 4WD,2022-11-07,16.1265,0.0,2022-11-30,0.0,0.0,17,SIDI & PFI,0.0,0.0,0,0,116,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,18,0,0.0,-1,N,34.0,18,T,Y,18.0,2024,Bronco Black Diamond 4WD,Regular,2.3,0.0,0.0,4.0,494,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,18.0,0,0,0.0,4,0.0,Bronco,0,16.528333333333336,3000,0,4,494.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47648,Automatic (S10),0.0,-5500,0,24.7,Small Sport Utility Vehicle 4WD,2024-02-21,18.0,0.0,2024-03-19,0.0,0.0,18,SIDI,0.0,0.0,0,0,83,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,24,0,0.0,-1,N,44.0,27,,Y,25.1953,2020,Transit Connect Van 2WD,Regular,2.0,0.0,0.0,4.0,353,0.0,false,Front-Wheel Drive,0.0,0,Ford,26.8002,0,0,0.0,5,0.0,Transit Connect,0,11.900400000000001,2150,0,5,353.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41468,Automatic (S8),0.0,-1250,0,30.9,Special Purpose Vehicle 2WD,2019-06-04,24.0184,0.0,2020-01-07,0.0,0.0,25,SIDI,0.0,0.0,0,0,123,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,37.6,27,,N,22.2684,2020,Transit Connect USPS,Regular,2.5,0.0,0.0,4.0,397,0.0,false,Front-Wheel Drive,0.0,0,Ford,26.5822,0,0,0.0,4,0.0,Transit Connect,0,13.52318181818182,2450,0,4,397.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41474,Automatic (S6),0.0,-2750,0,24.8,Special Purpose Vehicle 2WD,2019-06-04,19.6583,0.0,2019-09-05,0.0,0.0,22,,0.0,0.0,0,0,129,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,23,0,0.0,-1,N,42.2897,29,,Y,25.0,2020,EcoSport AWD,Regular,2.0,0.0,0.0,4.0,355,0.0,false,All-Wheel Drive,0.0,0,Ford,29.0,0,0,0.0,5,0.0,EcoSport,0,11.900400000000001,2150,0,5,355.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41630,Automatic (S6),0.0,-1250,0,29.6217,Small Sport Utility Vehicle 4WD,2019-07-16,23.1188,0.0,2020-01-07,0.0,0.0,25,SIDI,0.0,0.0,0,0,34,0,0,0.0,,,,,,,
0,0.0,0.0,85,0.0,FMX,20,0,0.0,-1,N,45.8074,28,T,N,23.0,2020,Mustang HO Coupe,Regular,2.3,0.0,0.0,4.0,386,0.0,false,Rear-Wheel Drive,0.0,0,Ford,28.0,0,0,0.0,5,0.0,Mustang,0,12.935217391304349,2350,0,5,386.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,12,41958,Automatic (S10),0.0,-2250,0,27.1841,Subcompact Cars,2019-08-29,20.0,0.0,2020-01-07,0.0,0.0,23,SIDI,0.0,0.0,0,0,314,0,0,0.0,,,,,,,
0,0.686,0.0,0,2.916764705882353,FMX,43,0,0.0,-1,N,56.9,38,,Y,40.6991,2020,Escape FWD PHEV,Regular Gas and Electricity,2.5,0.612,37.0,4.0,77,3.3,true,Front-Wheel Drive,90.7148,91,Ford,37.7777,66,0,163.2,10,33.0,Escape,75,2.613484463941249,1300,0,10,77.0,114.2386,0.0,102.3009,41.16,0.0,0.0,Regular Gasoline,0,42743,Automatic (variable gear ratios),0.0,4750,114,61.3,Small Sport Utility Vehicle 2WD,2020-06-16,43.4481,0.655,2022-03-25,0.0,30.0,41,PHEV,0.0,32.52,58,0,266,0,102,0.0,Electricity,Plug-in Hybrid,37,36 kW DCPM,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,39.2,27,T,Y,22.8488,2021,Explorer AWD,Regular,2.3,0.0,0.0,4.0,386,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,27.0,0,0,0.0,5,0.0,Explorer,0,12.935217391304349,2350,0,5,386.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43288,Automatic (S10),0.0,-2250,0,25.3,Standard Sport Utility Vehicle 4WD,2020-10-05,20.0221,0.0,2022-01-12,0.0,0.0,23,SIDI,0.0,0.0,0,0,8,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,39.2,27,T,Y,22.8488,2021,Explorer AWD,Regular,2.3,0.0,0.0,4.0,386,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,27.0,0,0,0.0,5,0.0,Explorer,0,12.935217391304349,2350,0,5,386.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43292,Automatic 10-spd,0.0,-2250,0,25.3,Standard Sport Utility Vehicle 4WD,2020-10-05,20.0221,0.0,2022-01-12,0.0,0.0,23,SIDI,0.0,0.0,0,0,253,0,0,0.0,,,,,,,
0,0.0,0.0,0,4.258,FMX,19,0,0.0,405,N,34.0301,22,,Y,20.0,2021,F150 Pickup 4WD FFV,Gasoline or E85,3.3,0.0,0.0,6.0,445,0.0,false,Part-time 4-Wheel Drive,17.9746,18,Ford,22.0,0,2950,17.1401,4,0.0,F150,0,14.8755,2700,0,4,445.0,13.6373,0.0,15.2985,0.0,0.0,405.0,Regular Gasoline,0,43466,Automatic (S10),0.0,-4000,14,23.6503,Standard Pickup Trucks 4WD,2020-11-10,18.8171,0.0,2021-04-26,0.0,0.0,20,SIDI & PFI; FFV,0.0,0.0,0,0,39,0,15,0.0,E85,FFV,358/405,,4.0,,
305,0.0,0.0,0,0.0,FMX,108,24,281.8,-1,N,134.2,94,,N,101.0884,2021,Mustang Mach-E RWD California Route 1,Electricity,,0.0,35.8571,,0,11.4,false,Rear-Wheel Drive,0.0,0,Ford,93.94,0,0,0.0,10,33.3429,Mustang Mach-E,0,0.07919999999999999,750,101,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,43683,Automatic (A1),0.0,5750,0,154.0,Small Station Wagons,2021-01-20,107.8,0.0,2022-02-02,323.5,31.2857,101,,0.0,0.0,0,0,257,0,0,0.0,,EV,,216 kW ACPM,,,
0,0.0,0.0,0,0.0,FMX,21,0,0.0,-1,N,41.5,29,T,Y,23.9752,2021,Edge FWD,Regular,2.0,0.0,0.0,4.0,369,0.0,false,Front-Wheel Drive,0.0,0,Ford,29.0835,0,0,0.0,5,0.0,Edge,0,12.39625,2250,0,5,369.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43711,Automatic 8-spd,0.0,-1750,0,26.6,Small Sport Utility Vehicle 2WD,2021-02-02,20.9627,0.0,2021-08-24,0.0,0.0,24,SIDI,0.0,0.0,0,0,41,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,17,0,0.0,-1,N,29.7839,19,T,Y,17.9274,2021,Bronco Black Diamond 4WD,Regular,2.3,0.0,0.0,4.0,496,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,19.1305,0,0,0.0,3,0.0,Bronco,0,16.528333333333336,3000,0,3,496.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44003,Manual 7-spd,0.0,-5500,0,21.2629,Small Sport Utility Vehicle 4WD,2021-06-02,17.0501,0.0,2021-10-18,0.0,0.0,18,SIDI & PFI,0.0,0.0,0,0,303,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,14,0,0.0,-1,N,24.2,16,T,N,14.9167,2021,F150 RAPTOR 37 4WD,Regular,3.5,0.0,0.0,6.0,596,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,15.8851,0,0,0.0,2,0.0,F150,0,19.834,3600,0,2,596.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44371,Automatic (S10),0.0,-8500,0,17.5,Standard Pickup Trucks 4WD,2021-08-10,14.2081,0.0,2021-10-18,0.0,0.0,15,SIDI & PFI,0.0,0.0,0,0,333,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,35.3315,25,T,Y,21.0329,2022,Edge AWD,Regular,2.7,0.0,0.0,6.0,423,0.0,false,All-Wheel Drive,0.0,0,Ford,25.1069,0,0,0.0,4,0.0,Edge,0,14.167142857142858,2550,0,4,423.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44711,Automatic (S8),0.0,-3250,0,23.3112,Small Sport Utility Vehicle 4WD,2021-10-26,18.5678,0.0,2022-01-12,0.0,0.0,21,SIDI,0.0,0.0,0,0,51,0,0,0.0,,,,,,,
