range,cityuf,citycd,pv2,barrelsa08,mfrcode,city08,lv4,rangehwy,co2a,mpgdata,uhighway,highway08,tcharger,startstop,comb08u,year,model,fueltype,displ,highwayuf,highwaye,cylinders,co2,charge240,phevblended,drive,highwaya08u,highwaya08,make,highway08u,phevcomb,fuelcosta08,ucitya,ghgscore,combe,basemodel,phevcity,barrels08,fuelcost08,pv4,fescore,co2tailpipegpm,citya08u,charge240b,comba08u,rangecitya,charge120,co2tailpipeagpm,fueltype1,lv2,id,trany,highwaycd,yousavespend,citya08,ucity,vclass,createdon,city08u,combineduf,modifiedon,rangecity,citye,comb08,eng_dscr,uhighwaya,rangehwya,phevhwy,hpv,engid,hlv,comba08,combinedcd,fueltype2,atvtype,rangea,evmotor,ghgscorea,scharger,guzzler
0,0.0,0.0,0,0.0,FMX,15,0,0.0,-1,N,28.5,19,T,N,17.3817,2022,Expedition Timberline AWD,Regular,3.5,0.0,0.0,6.0,523,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,19.0,0,0,0.0,3,0.0,Expedition,0,17.500588235294117,3150,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45154,Automatic (S10),0.0,-6250,0,19.1,Standard Sport Utility Vehicle 4WD,2022-02-16,15.4251,0.0,2022-03-25,0.0,0.0,17,SIDI,0.0,0.0,0,0,277,0,0,0.0,,,,,,,
0,0.0,0.0,0,4.562142857142856,FMX,16,0,0.0,450,N,31.6824,22,,N,18.3683,2023,F150 Pickup 4WD FFV,Gasoline or E85,5.0,0.0,0.0,8.0,495,0.0,false,Part-time 4-Wheel Drive,17.0621,17,Ford,22.0,0,3150,14.4412,4,0.0,F150,0,16.528333333333336,3000,0,4,495.0,11.6392,0.0,13.5817,0.0,0.0,450.0,Regular Gasoline,0,46174,Automatic (S10),0.0,-5500,12,19.7117,Standard Pickup Trucks 4WD,2022-11-07,15.887,0.0,2023-04-11,0.0,0.0,18,SIDI & PFI; FFV,23.8118,0.0,0,0,147,0,14,0.0,E85,FFV,335/378,,4.0,,
0,0.0,0.0,83,0.0,FMX,21,0,0.0,-1,N,42.1258,29,T,N,23.9599,2023,Mustang,Regular,2.3,0.0,0.0,4.0,371,0.0,false,Rear-Wheel Drive,0.0,0,Ford,29.4808,0,0,0.0,5,0.0,Mustang,0,12.39625,2250,0,5,371.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,13,46335,Manual 6-spd,0.0,-1750,0,26.3418,Subcompact Cars,2023-01-26,20.7765,0.0,2023-03-01,0.0,0.0,24,SIDI,0.0,0.0,0,0,304,0,0,0.0,,,,,,,
0,0.0,0.0,83,0.0,FMX,21,0,0.0,-1,N,44.0964,31,T,N,24.496,2023,Mustang,Regular,2.3,0.0,0.0,4.0,363,0.0,false,Rear-Wheel Drive,0.0,0,Ford,30.7247,0,0,0.0,5,0.0,Mustang,0,12.39625,2250,0,5,363.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,13,46343,Automatic (S10),0.0,-1750,0,26.667,Subcompact Cars,2023-01-26,21.011,0.0,2023-03-01,0.0,0.0,24,SIDI,0.0,0.0,0,0,312,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,38.5,27,T,Y,22.9635,2023,Explorer AWD,Regular,2.3,0.0,0.0,4.0,387,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,27.1633,0,0,0.0,5,0.0,Explorer,0,12.935217391304349,2350,0,5,387.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46409,Automatic 10-spd,0.0,-2250,0,25.8,Standard Sport Utility Vehicle 4WD,2023-01-26,20.3848,0.0,2023-06-01,0.0,0.0,23,SIDI; Stop-Start,0.0,0.0,0,0,4,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,23,0,0.0,-1,N,33.7,24,,Y,23.4334,2023,Explorer Platinum HEV AWD,Regular,3.3,0.0,0.0,6.0,379,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,24.0365,0,0,0.0,5,0.0,Explorer,0,12.935217391304349,2350,0,5,379.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46418,Automatic 10-spd,0.0,-2250,0,29.4,Standard Sport Utility Vehicle 4WD,2023-01-26,22.962,0.0,2023-06-01,0.0,0.0,23,SIDI & PFI; Hybrid,0.0,0.0,0,0,218,0,0,0.0,,Hybrid,,280V Li-Ion,,,
0,0.0,0.0,0,0.0,FMX,23,0,0.0,-1,N,36.8,26,,Y,24.5194,2023,Explorer HEV AWD,Regular,3.3,0.0,0.0,6.0,361,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,26.0636,0,0,0.0,5,0.0,Explorer,0,11.900400000000001,2150,0,5,361.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46419,Automatic 10-spd,0.0,-1250,0,30.0,Standard Sport Utility Vehicle 4WD,2023-01-26,23.3858,0.0,2023-06-01,0.0,0.0,25,SIDI & PFI; Hybrid,0.0,0.0,0,0,220,0,0,0.0,,Hybrid,,280V Li-Ion,,,
0,0.0,0.0,0,0.0,FMX,16,0,0.0,-1,N,30.9951,22,T,Y,18.2967,2024,Expedition 4WD,Regular,3.5,0.0,0.0,6.0,485,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,22.2441,0,0,0.0,4,0.0,Expedition,0,16.528333333333336,3000,0,4,485.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47180,Automatic (S10),0.0,-5500,0,19.831,Standard Sport Utility Vehicle 4WD,2023-09-19,15.9769,0.0,2024-02-21,0.0,0.0,18,SIDI,0.0,0.0,0,0,55,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,34.9625,25,T,Y,20.9087,2024,F150 Pickup 2WD,Regular,2.7,0.0,0.0,6.0,425,0.0,false,Rear-Wheel Drive,0.0,0,Ford,24.8655,0,0,0.0,4,0.0,F150,0,14.167142857142858,2550,0,4,425.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47605,Automatic (S10),0.0,-3250,0,23.2193,Standard Pickup Trucks 2WD,2024-02-21,18.5001,0.0,2024-03-19,0.0,0.0,21,SIDI & PFI,0.0,0.0,0,0,142,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,42,0,0.0,-1,N,52.5494,36,,Y,39.1076,2024,Escape AWD HEV,Regular,2.5,0.0,0.0,4.0,225,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,35.939,0,0,0.0,7,0.0,Escape,0,7.628461538461539,1400,0,7,225.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47643,Automatic (variable gear ratios),0.0,2500,0,59.0835,Small Sport Utility Vehicle 4WD,2024-02-21,42.148,0.0,2024-03-19,0.0,0.0,39,Hybrid,0.0,0.0,0,0,64,0,0,0.0,,Hybrid,,216V Li-Ion,,,
0,0.0,0.0,0,4.562142857142856,FMX,17,0,0.0,447,Y,31.9,23,,Y,19.023,2020,F150 Pickup 2WD FFV,Gasoline or E85,5.0,0.0,0.0,8.0,467,0.0,false,Rear-Wheel Drive,17.2263,17,Ford,22.8462,0,3150,15.2379,3,0.0,F150,0,15.65842105263158,2850,0,3,467.0,12.2359,0.0,14.0701,0.0,0.0,447.0,Regular Gasoline,0,42168,Automatic (S10),0.0,-4750,12,20.8371,Standard Pickup Trucks 2WD,2019-10-16,16.732,0.0,2020-04-14,0.0,0.0,19,SIDI & PFI; FFV,24.0529,0.0,0,0,78,0,14,0.0,E85,FFV,335/378,,4.0,,
0,0.0,0.0,0,0.0,FMX,15,0,0.0,-1,N,24.6,18,T,Y,16.4075,2020,F150 RAPTOR 4WD,Regular,3.5,0.0,0.0,6.0,540,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,17.917,0,0,0.0,2,0.0,F150,0,18.594375,3350,0,2,540.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42178,Automatic (S10),0.0,-7250,0,19.0,Standard Pickup Trucks 4WD,2019-10-16,15.3495,0.0,2020-04-14,0.0,0.0,16,SIDI,0.0,0.0,0,0,164,0,0,0.0,,,,,,,
300,0.0,0.0,0,0.0,FMX,104,24,277.13,-1,N,129.1,90,,N,97.3321,2021,Mustang Mach-E RWD Extended,Electricity,,0.0,37.2857,,0,10.9,false,Rear-Wheel Drive,0.0,0,Ford,90.37,0,0,0.0,10,34.6143,Mustang Mach-E,0,0.08399999999999999,800,101,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,43605,Automatic (A1),0.0,5500,0,148.4,Small Station Wagons,2020-12-11,103.88,0.0,2022-02-02,318.61,32.4286,97,,0.0,0.0,0,0,174,0,0,0.0,,EV,,216 kW AC PMSM,,,
0,0.0,0.0,83,0.0,FMX,15,0,0.0,-1,N,34.3809,24,,N,18.5483,2021,Mustang,Regular,5.0,0.0,0.0,8.0,479,0.0,false,Rear-Wheel Drive,0.0,0,Ford,24.4842,0,0,0.0,3,0.0,Mustang,0,15.65842105263158,2850,0,3,479.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,13,43677,Automatic (S10),0.0,-4750,0,19.17,Subcompact Cars,2021-01-20,15.4781,0.0,2021-08-24,0.0,0.0,19,,0.0,0.0,0,0,89,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,14,0,0.0,-1,N,24.4,18,T,N,15.0,2021,F150 RAPTOR 4WD,Regular,3.5,0.0,0.0,6.0,593,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,17.7796,0,0,0.0,2,0.0,F150,0,19.834,3600,0,2,593.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44373,Automatic (S10),0.0,-8500,0,18.0,Standard Pickup Trucks 4WD,2021-08-10,14.0,0.0,2021-10-18,0.0,0.0,15,SIDI & PFI,0.0,0.0,0,0,337,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,35.2,21,T,N,19.895,2022,Explorer Timberline AWD,Regular,2.3,0.0,0.0,4.0,445,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,21.4515,0,0,0.0,4,0.0,Explorer,0,14.8755,2700,0,4,445.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44978,Automatic (S10),0.0,-4000,0,23.6,Standard Sport Utility Vehicle 4WD,2021-12-16,18.7801,0.0,2022-01-12,0.0,0.0,20,SIDI,0.0,0.0,0,0,207,0,0,0.0,,,,,,,
0,0.0,0.0,83,0.0,FMX,22,0,0.0,-1,N,46.6,32,T,Y,25.3881,2022,Mustang,Regular,2.3,0.0,0.0,4.0,350,0.0,false,Rear-Wheel Drive,0.0,0,Ford,32.2893,0,0,0.0,5,0.0,Mustang,0,11.900400000000001,2150,0,5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,13,45044,Automatic 10-spd,0.0,-1250,0,27.5,Subcompact Cars,2022-01-12,21.6093,0.0,2022-03-25,0.0,0.0,25,SIDI,0.0,0.0,0,0,66,0,0,0.0,,,,,,,
0,0.0,0.0,80,0.0,FMX,20,0,0.0,-1,N,39.7783,28,T,N,22.7907,2023,Mustang Convertible,Regular,2.3,0.0,0.0,4.0,389,0.0,false,Rear-Wheel Drive,0.0,0,Ford,27.9847,0,0,0.0,5,0.0,Mustang,0,12.935217391304349,2350,0,5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,11,46344,Automatic (S10),0.0,-2250,0,24.9755,Subcompact Cars,2023-01-26,19.7861,0.0,2023-03-01,0.0,0.0,23,SIDI,0.0,0.0,0,0,313,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,24,0,0.0,-1,N,43.0,28,,Y,25.5579,2023,Transit Connect Wagon LWB FWD,Regular,2.0,0.0,0.0,4.0,348,0.0,false,Front-Wheel Drive,0.0,0,Ford,28.4471,0,0,0.0,5,0.0,Transit Connect,0,11.442692307692308,2050,0,5,348.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46371,Automatic (S8),0.0,-750,0,30.3,Special Purpose Vehicle 2WD,2023-01-26,23.5971,0.0,2023-06-01,0.0,0.0,26,SIDI,0.0,0.0,0,0,153,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,23,0,0.0,-1,N,46.5,31,T,Y,26.3741,2023,Escape AWD,Regular,2.0,0.0,0.0,4.0,340,0.0,false,All-Wheel Drive,0.0,0,Ford,31.0,0,0,0.0,5,0.0,Escape,0,11.442692307692308,2050,0,5,340.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46387,Automatic 8-spd,0.0,-750,0,29.4,Small Sport Utility Vehicle 4WD,2023-01-26,22.962,0.0,2023-03-16,0.0,0.0,26,,0.0,0.0,0,0,34,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,39.8,28,T,N,23.0712,2023,Explorer RWD,Regular,2.3,0.0,0.0,4.0,385,0.0,false,Rear-Wheel Drive,0.0,0,Ford,27.9986,0,0,0.0,5,0.0,Explorer,0,12.935217391304349,2350,0,5,385.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46405,Automatic 10-spd,0.0,-2250,0,25.5,Standard Sport Utility Vehicle 2WD,2023-01-26,20.1673,0.0,2023-06-01,0.0,0.0,23,SIDI,0.0,0.0,0,0,223,0,0,0.0,,,,,,,
290,0.0,0.0,0,0.0,FMX,97,0,268.6,-1,N,121.9,85,,N,91.5907,2023,Mustang Mach-E AWD Extended,Electricity,,0.0,39.4996,,0,10.0,false,All-Wheel Drive,0.0,0,Ford,85.33,0,0,0.0,10,36.7996,Mustang Mach-E,0,0.08879999999999999,850,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,46513,Automatic (A1),0.0,5250,0,139.2,Small Sport Utility Vehicle 4WD,2023-03-16,97.44,0.0,2023-06-01,306.6,34.5905,92,,0.0,0.0,0,0,41,0,0,0.0,,EV,,258 and 258 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,16,0,0.0,-1,N,32.4,18,T,Y,17.0,2024,Bronco Black Diamond 4WD,Regular,2.3,0.0,0.0,4.0,523,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,18.0,0,0,0.0,3,0.0,Bronco,0,17.500588235294117,3150,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47647,Manual 7-spd,0.0,-6250,0,24.7,Small Sport Utility Vehicle 4WD,2024-02-21,16.0,0.0,2024-03-19,0.0,0.0,17,SIDI,0.0,0.0,0,0,82,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,18,0,0.0,-1,N,35.1587,24,T,Y,20.2565,2021,Explorer AWD,Regular,3.0,0.0,0.0,6.0,445,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,24.0,0,0,0.0,4,0.0,Explorer,0,14.8755,2700,0,4,445.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43289,Automatic (S10),0.0,-4000,0,21.9169,Standard Sport Utility Vehicle 4WD,2020-10-05,17.5369,0.0,2022-01-12,0.0,0.0,20,SIDI,0.0,0.0,0,0,10,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,17,0,0.0,-1,Y,32.7,23,T,Y,19.4872,2021,Expedition MAX 2WD,Regular,3.5,0.0,0.0,6.0,456,0.0,false,Rear-Wheel Drive,0.0,0,Ford,23.3764,0,0,0.0,3,0.0,Expedition,0,15.65842105263158,2850,0,3,456.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43590,Automatic (S10),0.0,-4750,0,21.4,Standard Sport Utility Vehicle 2WD,2020-12-11,17.1523,0.0,2021-07-26,0.0,0.0,19,SIDI,0.0,0.0,0,0,68,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,25,0,0.0,-1,N,36.5956,26,T,Y,25.3286,2021,F150 Pickup 2WD HEV,Regular,3.5,0.0,0.0,6.0,349,0.0,false,Rear-Wheel Drive,0.0,0,Ford,25.9308,0,0,0.0,5,0.0,F150,0,11.900400000000001,2150,0,5,349.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43614,Automatic (S10),0.0,-1250,0,32.1,Standard Pickup Trucks 2WD,2020-12-16,24.8563,0.0,2021-06-24,0.0,0.0,25,SIDI; Hybrid,0.0,0.0,0,0,32,0,0,0.0,,Hybrid,,281V Li-Ion,,,
0,0.0,0.0,0,0.0,FMX,19,0,0.0,-1,N,28.9009,18,T,Y,18.3118,2021,Ranger 2WD Incomplete,Regular,2.3,0.0,0.0,4.0,486,0.0,false,Rear-Wheel Drive,0.0,0,Ford,17.9338,0,0,0.0,3,0.0,Ranger,0,16.528333333333336,3000,0,3,486.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43618,Automatic (S10),0.0,-5500,0,23.4,Special Purpose Vehicle 2WD,2020-12-16,18.6331,0.0,2021-01-26,0.0,0.0,18,SIDI,0.0,0.0,0,0,104,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,15,0,0.0,-1,N,24.3,16,T,Y,15.401,2022,F150 RAPTOR 37 4WD,Regular,3.5,0.0,0.0,6.0,578,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,16.2909,0,0,0.0,2,0.0,F150,0,19.834,3600,0,2,578.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44875,Automatic (S10),0.0,-8500,0,18.2,Standard Pickup Trucks 4WD,2021-11-23,14.7421,0.0,2022-03-25,0.0,0.0,15,SIDI & PFI; Stop-Start,0.0,0.0,0,0,168,0,0,0.0,,,,,,,
270,0.0,0.0,0,0.0,FMX,90,24,247.9,-1,N,110.6,77,,N,83.8771,2022,Mustang Mach-E GT,Electricity,,0.0,43.5714,,0,10.3,false,All-Wheel Drive,0.0,0,Ford,77.42,0,0,0.0,10,40.1929,Mustang Mach-E,0,0.096,900,101,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,45142,Automatic (A1),0.0,5000,0,128.6,Small Sport Utility Vehicle 4WD,2022-02-11,90.02,0.0,2022-04-11,288.1,37.4286,84,,0.0,0.0,0,0,119,0,0,0.0,,EV,,179 and 179 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,21,0,0.0,-1,N,40.3,28,T,Y,23.4295,2023,Edge AWD,Regular,2.0,0.0,0.0,4.0,380,0.0,false,All-Wheel Drive,0.0,0,Ford,28.3185,0,0,0.0,5,0.0,Edge,0,12.935217391304349,2350,0,5,380.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46382,Automatic 8-spd,0.0,-2250,0,26.0,Small Sport Utility Vehicle 4WD,2023-01-26,20.5296,0.0,2023-06-01,0.0,0.0,23,SIDI,0.0,0.0,0,0,14,0,0,0.0,,,,,,,
270,0.0,0.0,0,0.0,FMX,90,0,247.9,-1,N,110.6,77,,N,83.8771,2023,Mustang Mach-E GT,Electricity,,0.0,43.5353,,0,10.3,false,All-Wheel Drive,0.0,0,Ford,77.42,0,0,0.0,10,40.1838,Mustang Mach-E,0,0.096,900,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,46515,Automatic (A1),0.0,5000,0,128.6,Small Sport Utility Vehicle 4WD,2023-03-16,90.02,0.0,2023-06-01,288.1,37.4417,84,,0.0,0.0,0,0,43,0,0,0.0,,EV,,179 and 179 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,36.1,24,T,Y,21.3908,2024,Maverick Tremor AWD,Regular,2.0,0.0,0.0,4.0,414,0.0,false,All-Wheel Drive,0.0,0,Ford,23.8419,0,0,0.0,4,0.0,Maverick,0,14.167142857142858,2550,0,4,414.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47367,Automatic 8-spd,0.0,-3250,0,24.9,Small Pickup Trucks 4WD,2023-11-06,19.7311,0.0,2024-02-21,0.0,0.0,21,SIDI,0.0,0.0,0,0,111,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,16,0,0.0,-1,N,33.8642,24,,Y,18.9525,2024,F150 Pickup 2WD,Regular,5.0,0.0,0.0,8.0,468,0.0,false,Rear-Wheel Drive,0.0,0,Ford,24.1446,0,0,0.0,4,0.0,F150,0,15.65842105263158,2850,0,4,468.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47603,Automatic (S10),0.0,-4750,0,20.017,Standard Pickup Trucks 2WD,2024-02-21,16.1169,0.0,2024-03-19,0.0,0.0,19,SIDI & PFI,0.0,0.0,0,0,97,0,0,0.0,,,,,,,
0,0.0,0.0,0,4.258,FMX,17,0,0.0,429,N,34.6,24,,N,19.9207,2024,Explorer FFV AWD,Gasoline or E85,3.3,0.0,0.0,6.0,444,0.0,false,Part-time 4-Wheel Drive,0.0,18,Ford,24.0,0,2950,15.9,4,0.0,Explorer,0,14.8755,2700,0,4,444.0,0.0,0.0,0.0,0.0,0.0,429.0,Regular Gasoline,0,47683,Automatic 10-spd,0.0,-4000,13,21.5,Standard Sport Utility Vehicle 4WD,2024-02-21,17.2268,0.0,2024-03-19,0.0,0.0,20,SIDI & PFI; FFV,25.4,0.0,0,0,208,0,15,0.0,E85,FFV,327,,4.0,,
280,0.0,0.0,0,0.0,FMX,95,0,0.0,-1,N,121.2,85,,N,90.1373,2024,Mustang Mach-E GT,Electricity,,0.0,37.3571,,0,9.9,false,All-Wheel Drive,0.0,0,Ford,84.84,0,0,0.0,10,37.3571,Mustang Mach-E,0,0.08879999999999999,850,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity,0,47826,Automatic (A1),0.0,5250,0,135.7,Small Sport Utility Vehicle 4WD,2024-05-02,94.99,0.0,2024-05-02,0.0,35.4286,90,,0.0,0.0,0,0,166,0,0,0.0,,EV,,210 and 210 kW AC PMSM,,,
0,0.0,0.0,0,0.0,FMX,20,0,0.0,-1,N,37.8,26,,N,22.2055,2020,Transit Connect Wagon LWB FWD,Regular,2.5,0.0,0.0,4.0,404,0.0,false,Front-Wheel Drive,0.0,0,Ford,26.0,0,0,0.0,4,0.0,Transit Connect,0,13.52318181818182,2450,0,4,404.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41473,Automatic (S6),0.0,-2750,0,24.6,Special Purpose Vehicle 2WD,2019-06-04,19.5124,0.0,2020-01-07,0.0,0.0,22,,0.0,0.0,0,0,128,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,21,16,0.0,-1,N,43.9,31,,N,24.3707,2020,Fusion FWD,Regular,2.5,0.0,0.0,4.0,364,0.0,false,Front-Wheel Drive,0.0,0,Ford,30.6012,0,0,0.0,5,0.0,Fusion,0,12.39625,2250,103,5,364.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41801,Automatic 6-spd,0.0,-1750,0,26.5,Midsize Cars,2019-08-15,20.8906,0.0,2020-01-07,0.0,0.0,24,,0.0,0.0,0,0,90,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,FMX,21,0,0.0,-1,Y,39.6435,28,T,Y,23.6588,2020,F150 Pickup 4WD XL/XLT,Diesel,3.0,0.0,0.0,6.0,430,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,27.8983,0,0,0.0,4,0.0,F150,0,14.883125,2350,0,5,430.0,0.0,0.0,0.0,0.0,0.0,0.0,Diesel,0,42519,Automatic (S10),0.0,-2250,0,26.7108,Standard Pickup Trucks 4WD,2020-03-17,21.0425,0.0,2020-04-14,0.0,0.0,24,,0.0,0.0,0,0,149,0,0,0.0,,Diesel,,,,,
0,0.0,0.0,0,0.0,FMX,18,0,0.0,-1,N,33.7,24,T,Y,20.4263,2021,F150 Pickup 2WD,Regular,3.5,0.0,0.0,6.0,437,0.0,false,Rear-Wheel Drive,0.0,0,Ford,24.0365,0,0,0.0,4,0.0,F150,0,14.8755,2700,0,4,437.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43457,Automatic (S10),0.0,-4000,0,22.8,Standard Pickup Trucks 2WD,2020-11-10,18.1909,0.0,2021-08-10,0.0,0.0,20,SIDI & PFI,0.0,0.0,0,0,21,0,0,0.0,,,,,,,
0,0.0,0.0,80,0.0,FMX,20,0,0.0,-1,N,41.7422,27,T,N,23.0,2021,Mustang Convertible,Regular,2.3,0.0,0.0,4.0,386,0.0,false,Rear-Wheel Drive,0.0,0,Ford,27.0,0,0,0.0,5,0.0,Mustang,0,12.935217391304349,2350,0,5,386.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,11,43672,Manual 6-spd,0.0,-2250,0,26.24,Subcompact Cars,2021-01-20,20.0,0.0,2021-08-24,0.0,0.0,23,SIDI,0.0,0.0,0,0,84,0,0,0.0,,,,,,,
0,0.0,0.0,83,0.0,FMX,14,0,0.0,-1,N,31.3,22,,N,16.9587,2021,Mustang Mach 1,Regular,5.0,0.0,0.0,8.0,523,0.0,false,Rear-Wheel Drive,0.0,0,Ford,22.4473,0,0,0.0,3,0.0,Mustang,0,17.500588235294117,3150,0,3,523.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,14,43679,Manual 6-spd,0.0,-6250,0,17.4,Subcompact Cars,2021-01-20,14.1316,0.0,2021-08-24,0.0,0.0,17,,0.0,0.0,0,0,286,0,0,0.0,,,,,,,G
0,0.0,0.0,0,0.0,FMX,24,0,0.0,-1,N,43.0,28,,Y,25.5579,2022,Transit Connect Wagon LWB FWD,Regular,2.0,0.0,0.0,4.0,347,0.0,false,Front-Wheel Drive,0.0,0,Ford,28.4471,0,0,0.0,5,0.0,Transit Connect,0,11.442692307692308,2050,0,5,347.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43941,Automatic (S8),0.0,-750,0,30.3,Special Purpose Vehicle 2WD,2021-05-04,23.5971,0.0,2021-12-20,0.0,0.0,26,SIDI,0.0,0.0,0,0,12,0,0,0.0,,,,,,,
0,0.0,0.0,0,3.5483333333333333,FMX,24,0,0.0,353,N,43.0,28,,Y,25.5579,2022,Transit Connect Wagon LWB FFV,Gasoline or E85,2.0,0.0,0.0,4.0,347,0.0,false,Front-Wheel Drive,20.773,21,Ford,28.4471,0,2450,20.5,5,0.0,Transit Connect,0,11.442692307692308,2050,0,5,347.0,15.965,0.0,17.8212,0.0,0.0,353.0,Regular Gasoline,0,43942,Automatic (S8),0.0,-750,16,30.3,Special Purpose Vehicle 2WD,2021-05-04,23.5971,0.0,2021-12-20,0.0,0.0,26,SIDI; FFV,31.4,0.0,0,0,13,0,18,0.0,E85,FFV,284,,5.0,,
0,0.0,0.0,0,0.0,FMX,16,0,0.0,-1,N,27.933,20,T,N,17.6836,2021,F150 Pickup Tremor 4WD,Regular,3.5,0.0,0.0,6.0,503,0.0,false,Part-time 4-Wheel Drive,0.0,0,Ford,20.1881,0,0,0.0,3,0.0,F150,0,16.528333333333336,3000,0,3,503.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44372,Automatic (S10),0.0,-5500,0,19.9336,Standard Pickup Trucks 4WD,2021-08-10,16.0541,0.0,2021-10-18,0.0,0.0,18,SIDI & PFI,0.0,0.0,0,0,334,0,0,0.0,,,,,,,
